"city_id";"region_id";"country_id";"important";"title_ru";"title_en";"region_ru";"region_en";"area_ru";"area_en";"country_id";"title_ru";"title_en"
"3781017";"3767472";"119";"False";"Kampung Ayer Tawar";"Kampung Ayer Tawar";"Negeri Selangor";"Negeri Selangor";"";"";"119";"Малайзия";"Malaysia"
"3771849";"3767471";"119";"False";"Kampong Wakaf Sagu";"Kampong Wakaf Sagu";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3767434";"3767471";"119";"False";"Kampung Kuala Jabur";"Kampung Kuala Jabur";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3767954";"3767471";"119";"False";"Kampung Kuala Loh";"Kampung Kuala Loh";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3767962";"3767471";"119";"False";"Kampung Labuhan";"Kampung Labuhan";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3771823";"3767474";"119";"False";"Kampong Watung";"Kampong Watung";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3869178";"3767473";"119";"False";"Kampung Baru";"Kampung Baru";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3767442";"3767477";"119";"False";"Kampung Lembu";"Kampung Lembu";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768515";"3767477";"119";"False";"Kampung Pelindung";"Kampung Pelindung";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768495";"3767477";"119";"False";"Kampung Pengau";"Kampung Pengau";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3767237";"3767477";"119";"False";"Kampung Pesagi";"Kampung Pesagi";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768648";"3767476";"119";"False";"Kampung Lambur Kanan";"Kampung Lambur Kanan";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"4169198";"0";"120";"False";"Pana";"Pana";"";"";"";"";"120";"Мали";"Mali"
"3767425";"3767471";"119";"False";"Kampung Ibuk";"Kampung Ibuk";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3767348";"0";"119";"False";"Kampung Bukit Kepung";"Kampung Bukit Kepung";"";"";"";"";"119";"Малайзия";"Malaysia"
"3774592";"3767471";"119";"False";"Kampung Renek";"Kampung Renek";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3769204";"3767471";"119";"False";"Kampung Ru Tapai";"Kampung Ru Tapai";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3767421";"3767471";"119";"False";"Kampung Sekuang";"Kampung Sekuang";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3768838";"3767473";"119";"False";"Kampung Mesir";"Kampung Mesir";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3775596";"3767473";"119";"False";"Kampung Pasir Puteh";"Kampung Pasir Puteh";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768070";"3767473";"119";"False";"Kampung Ritoh Palah";"Kampung Ritoh Palah";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768836";"3767473";"119";"False";"Kampung Sai";"Kampung Sai";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3778463";"3767915";"119";"False";"Kampung Jawa";"Kampung Jawa";"Wilayah Persekutuan Labuan";"Wilayah Persekutuan Labuan";"";"";"119";"Малайзия";"Malaysia"
"3768716";"3767479";"119";"False";"Kampung Paluk Rawa";"Kampung Paluk Rawa";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3768526";"3767477";"119";"False";"Kampung Temai Hilir";"Kampung Temai Hilir";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768358";"3767477";"119";"False";"Karak";"Karak";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3771800";"3767476";"119";"False";"Kampung Sungai Parit";"Kampung Sungai Parit";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3769068";"3767475";"119";"False";"Kampung Padang Biak";"Kampung Padang Biak";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3768624";"3767473";"119";"False";"Tatau";"Tatau";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"1706316";"3767475";"119";"False";"Kangar";"Kangar";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3771767";"3767482";"119";"False";"Kebun Besar";"Kebun Besar";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3769354";"3767473";"119";"False";"Nyabor";"Nyabor";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3772603";"3767472";"119";"False";"Kampung Teluk Menegun";"Kampung Teluk Menegun";"Negeri Selangor";"Negeri Selangor";"";"";"119";"Малайзия";"Malaysia"
"3772577";"3767472";"119";"False";"Kampung Teluk Pulai";"Kampung Teluk Pulai";"Negeri Selangor";"Negeri Selangor";"";"";"119";"Малайзия";"Malaysia"
"3767947";"3767471";"119";"False";"Kampung Papan";"Kampung Papan";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3769323";"3767474";"119";"False";"Kaung";"Kaung";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3767579";"3767474";"119";"False";"Kiloupodos";"Kiloupodos";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3769981";"3767474";"119";"False";"Tangkol";"Tangkol";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3769395";"3767473";"119";"False";"Kampung Tian";"Kampung Tian";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771760";"3767473";"119";"False";"Kejemut";"Kejemut";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3777712";"0";"119";"False";"Kota";"Kota";"Negeri Sembilan";"Negeri Sembilan";"";"";"119";"Малайзия";"Malaysia"
"3768383";"3767479";"119";"False";"Kemubu";"Kemubu";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3771650";"3767479";"119";"False";"Ladang Penghulu Setia";"Ladang Penghulu Setia";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3768510";"3767477";"119";"False";"Kuantan";"Kuantan";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3771797";"3767476";"119";"False";"Kampung Telaga Nanas";"Kampung Telaga Nanas";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3771696";"3767476";"119";"False";"Kuala Lebey";"Kuala Lebey";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3767394";"3767472";"119";"False";"Klang";"Klang";"Negeri Selangor";"Negeri Selangor";"";"";"119";"Малайзия";"Malaysia"
"3767963";"3767471";"119";"False";"Kertih";"Kertih";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3771718";"3767474";"119";"False";"Klias";"Klias";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3767517";"3767474";"119";"False";"Kuala Penyu";"Kuala Penyu";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"4171865";"0";"120";"False";"Kersimoné";"Kersimoné";"";"";"";"";"120";"Мали";"Mali"
"4168350";"0";"120";"False";"Simio";"Simio";"";"";"";"";"120";"Мали";"Mali"
"3771692";"3767474";"119";"False";"Kuala Saliri";"Kuala Saliri";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3769247";"3767474";"119";"False";"Kurungkom";"Kurungkom";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3768761";"3767473";"119";"False";"Kampung Tanah Puteh";"Kampung Tanah Puteh";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771641";"3767473";"119";"False";"Lakis";"Lakis";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771632";"3767473";"119";"False";"Langkang";"Langkang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3777238";"3767915";"119";"False";"Lajau";"Lajau";"Wilayah Persekutuan Labuan";"Wilayah Persekutuan Labuan";"";"";"119";"Малайзия";"Malaysia"
"3161171";"3158973";"200";"False";"Asmalı";"Asmalı";"Burdur İli";"Burdur İli";"";"";"200";"Турция";"Turkey"
"3767680";"3767474";"119";"False";"Limbatu";"Limbatu";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771582";"3767474";"119";"False";"Litok Buran";"Litok Buran";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771517";"3767474";"119";"False";"Lumiri";"Lumiri";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771493";"3767474";"119";"False";"Mandaya";"Mandaya";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771484";"3767474";"119";"False";"Marakang";"Marakang";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3769687";"3767473";"119";"False";"Limbang";"Limbang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771577";"3767473";"119";"False";"Loget";"Loget";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769648";"3767473";"119";"False";"Long Danau";"Long Danau";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4171523";"0";"120";"False";"Kolontan";"Kolontan";"";"";"";"";"120";"Мали";"Mali"
"3769757";"3767473";"119";"False";"Long Ekang";"Long Ekang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769720";"3767473";"119";"False";"Long Napir";"Long Napir";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771546";"3767473";"119";"False";"Long Sait";"Long Sait";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771540";"3767473";"119";"False";"Long Tukan";"Long Tukan";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4168182";"0";"120";"False";"Siro";"Siro";"";"";"";"";"120";"Мали";"Mali"
"3769423";"3767473";"119";"False";"Lubok Antu";"Lubok Antu";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769482";"3767473";"119";"False";"Lundu";"Lundu";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769353";"3767473";"119";"False";"Maludam";"Maludam";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769396";"3767473";"119";"False";"Matu";"Matu";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771417";"3767473";"119";"False";"Nanga Buai";"Nanga Buai";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770936";"3767473";"119";"False";"Rumah Bikas";"Rumah Bikas";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769403";"0";"119";"False";"Nanga Bangai";"Nanga Bangai";"";"";"";"";"119";"Малайзия";"Malaysia"
"3771334";"3767483";"119";"False";"Padang Tualang";"Padang Tualang";"Negeri Kedah";"Negeri Kedah";"";"";"119";"Малайзия";"Malaysia"
"3769177";"3767479";"119";"False";"Pengkalan Cepa";"Pengkalan Cepa";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3771461";"3767482";"119";"False";"Mengkuang Titi";"Mengkuang Titi";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3767961";"3767471";"119";"False";"Paka";"Paka";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3771457";"3767474";"119";"False";"Mentadak";"Mentadak";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3767657";"3767474";"119";"False";"Mostyn";"Mostyn";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771237";"3767474";"119";"False";"Penabuloh";"Penabuloh";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771490";"3767476";"119";"False";"Manong";"Manong";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3767527";"3767474";"119";"False";"Penampang";"Penampang";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771437";"3767473";"119";"False";"Munggu Deman";"Munggu Deman";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771405";"3767473";"119";"False";"Nanga Kumpang";"Nanga Kumpang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769418";"3767473";"119";"False";"Nanga Sedi";"Nanga Sedi";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771385";"3767473";"119";"False";"Nanga Sumpa";"Nanga Sumpa";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4168000";"0";"120";"False";"Sooma";"Sooma";"";"";"";"";"120";"Мали";"Mali"
"3771359";"3767473";"119";"False";"Pa Bangar";"Pa Bangar";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769644";"3767473";"119";"False";"Pa Main";"Pa Main";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771113";"3767473";"119";"False";"Pungkung";"Pungkung";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768254";"0";"119";"False";"Port Dickson";"Port Dickson";"Negeri Sembilan";"Negeri Sembilan";"";"";"119";"Малайзия";"Malaysia"
"3771132";"0";"119";"False";"Puchong Batu Dua Belas";"Puchong Batu Dua Belas";"";"";"";"";"119";"Малайзия";"Malaysia"
"3771292";"3767476";"119";"False";"Pasir Hitam";"Pasir Hitam";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3771161";"3767482";"119";"False";"Permatang Tinggi";"Permatang Tinggi";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3771157";"3767482";"119";"False";"Permatang Tok Jaya";"Permatang Tok Jaya";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3771137";"3767482";"119";"False";"Pokok Manggis";"Pokok Manggis";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3767614";"3767474";"119";"False";"Paus";"Paus";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771306";"3767473";"119";"False";"Panyuin";"Panyuin";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768086";"3767473";"119";"False";"Pejiru";"Pejiru";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4170765";"0";"120";"False";"Madé";"Madé";"";"";"";"";"120";"Мали";"Mali"
"3771263";"3767473";"119";"False";"Pelaman Baki";"Pelaman Baki";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771044";"3767473";"119";"False";"Rumah Ambau";"Rumah Ambau";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771022";"3767473";"119";"False";"Rumah Anyum";"Rumah Anyum";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771009";"3767473";"119";"False";"Rumah Bada";"Rumah Bada";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769566";"3767473";"119";"False";"Rumah Bangga";"Rumah Bangga";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770966";"3767473";"119";"False";"Rumah Bedimbup";"Rumah Bedimbup";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770952";"3767473";"119";"False";"Rumah Belon";"Rumah Belon";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3767905";"3767474";"119";"False";"Rian";"Rian";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3768851";"3767473";"119";"False";"Rajang";"Rajang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771066";"3767473";"119";"False";"Rumah Agam";"Rumah Agam";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771057";"3767473";"119";"False";"Rumah Akam II";"Rumah Akam II";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770922";"3767473";"119";"False";"Rumah Bugeh";"Rumah Bugeh";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770889";"3767473";"119";"False";"Rumah Danggang";"Rumah Danggang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770887";"3767473";"119";"False";"Rumah Dilang";"Rumah Dilang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770795";"3767473";"119";"False";"Rumah Guling";"Rumah Guling";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768943";"3767473";"119";"False";"Rumah Ijau";"Rumah Ijau";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770781";"3767473";"119";"False";"Rumah Ikau";"Rumah Ikau";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4171522";"0";"120";"False";"Kolonto";"Kolonto";"";"";"";"";"120";"Мали";"Mali"
"3770734";"3767473";"119";"False";"Rumah Jelani";"Rumah Jelani";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770726";"3767473";"119";"False";"Rumah Jimaleng";"Rumah Jimaleng";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770711";"3767473";"119";"False";"Rumah Julin";"Rumah Julin";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770707";"3767473";"119";"False";"Rumah Kanchu";"Rumah Kanchu";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770671";"3767473";"119";"False";"Rumah Kuleh";"Rumah Kuleh";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
